mountian_id,mountian_similarity,mountain_tokens
0,39,"['관중', '곰취', '갈', '껍질', '만병초', '둔', '길', '내린천', '통', '시간', '난리', '산판', '듬', '육산', '산자락', '약수', '안통', '弓', '도심', '자연', '수리취', '기슭', '깔때기', '간직', '땅', '유토피아', '활', '복자기', '골짜기', '군데', '모양', '폭포', '소나무', '청정', '나위', '능선', '하마', '수종', '승지', '樹種', '줄기', '적가리', '최대', '얼레지', '물', '궁궁', '사람', '국내', '폭', '弓乙', '乙', '우산나물', '산벚나무', '햇살', '자랑', '서남쪽', '계곡', '홀아비바람꽃', '방동', '자연림', '수림', '흙', '불편', '식물', '전복', '고랫재', '인제군', '고사리', '홍천군', '아침', '여덟', '교통', '대지', '나무', '포저', '어두움', '오염', '거리', '뒷재', '양지꽃', '관계', '후덕', '방태', '한국', '전시장', '싸리나무', '연령초', '종이', '휴양림', '허용', '사실', '강원도', '깊이', '면적', '가리']"
1,1,"['시설', '철쭉', '주산지', '안부인', '수목', '숙암', '중왕산', '방면', '부삼', '고산', '시간', '府', '加里', '금지', '비', '채삼', '표', '경사도', '산약', '각종', '회동리', '자연', '자생', '입구', '조선', '역활', '封標', '정선군', '유일', '소요', '江陵', '능선', '군립', '잣나무', '과언', '項', '주산', '일제', '단풍나무', '산행', '난', '국내', '계획', '등산', '정선아리랑', '산삼', '설치', '조성', '산로', '역할', '식물', '밀집', '왕산', '王', '蔘', '마항', '상봉', '정선', '편의', '남동쪽', '왕', '평창군', '고장', '지붕', '하봉', '강릉', '대목', '공원', '고산준령', '馬', '뜻', '구역', '휴양림', '王山', '산봉', '일반인', '개발', '산세', '강원도', '구간', '초', '주목', '가리']"
1,84,"['삼각산', '경기', '시설', '정태춘', '조선', '노래', '춘', '대상', '삼림욕장', '바위', '릉', '거리', '수련', '체육', '야영장', '동천', '준걸', '민주', '계곡', '정상부', '종천', '조망', '터', '국도', '수림', '발길', '전설', '북한', '성리', '새김', '조성', '명봉', '산악회', '불편', '직전', '마석', '육산', '파노라마', '대성리', '수동', '이두', '지명', '유원지', '화도읍', '조', '내', '정상', '북동쪽', '휴양림', '가평', '축', '일명', '산인', '군계', '이용', '놀이', '줄기', '령', '묘미', '편의', '원이름', '조종', '고개', '도봉산', '일제', '동북쪽', '장', '휴계소', '산행', '강', '자연', '북부', '사람', '교통', '심신']"
1,20,"['다양', '가능', '보호', '연', '지형', '과', '생태학', '연구', '한편', '어류', '플랑크톤', '종', '연중', '난초', '동서', '특수', '자연', '경사', '가치', '꽃', '손바닥', '종류', '천연', '분류학', '도룡', '채집', '기록', '기간', '대우산', '쳔', '인근', '지역', '부정형', '학생', '유일', '늪', '크기', '보고', '부유', '능선', '통제', '쥐손이풀', '동물상', '종과', '조건', '고층', '원래', '특성', '천연기념물', '안개', '내외', '동남', '학관', '등산', '서남쪽', '제공', '물이끼', '기후', '특유', '지리학', '비로용담', '조성', '연결', '생물', '식물', '바', '삿갓사초', '우산', '용', '산양', '분포', '대암', '특산', '보호구역', '정상', '꼬리조팝나무', '환경', '남북한', '김두영', '관찰', '학술', '군락', '지세', '검독수리', '연계', '식물원', '부근', '상실', '근무', '숲', '특이', '코스', '열목어', '암산', '습원', '남북', '돌말', '두타', '줄흰나비', '서북', '구분', '일반', '기념물', '분지', '특징', '자료', '들머리', '나라', '날', '구역', '종이', '동식물', '밖', '고지', '무당개구리', '강원도', '현상', '생태']"
1,75,"['꽃', '삼각산', '흘', '하늘재', '체조', '코스', '조곡', '진산', '파랑', '부봉', '도립', '세트', '드라마', '새재', '형국', '진달래', '준걸', '발달', '계곡', '관문', '충', '일반', '골', '동화', '전설', '산로', '공원', '조곡관', '폭포', '너', '둘', '방', '백운대', '우세', '능선', '정상', '여', '영봉', '서울', '보현', '주흘관', '산악', '보도', '상봉', '남봉', '줄기', '리듬', '서덜', '조령관', '일품', '원로', '꽃밭', '역동', '소', '근래', '궁', '왕건', '장', '자연', '대신', '어디', '리본', '월항삼봉', '문경', '영화제']"
1,4,"['개성', '삼각산', '시설', '전략', '유사', '대왕', '릉', '과천', '추적', '가능', '의열단', '원당리', '방면', '지형', '터', '송악산', '양주시', '거점', '임꺽정', '산자락', '금지', '진흥왕', '설마치', '비', '가평', '감색', '격전지', '치열', '전쟁', '전적', '감', '조선', '의정부', '악', '설인', '인접', '입산', '연유', '명종', '현재', '골', '지맥', '휴전선', '폭포', '토유', '산재', '전체', '적성면', '사', '전비', '중간', '통제', '장군봉', '서울', '청석', '귀비', '활약', '파주군', '뒷받침', '등산로', '북악', '산행', '운림', '특성', '경기', '탄흔', '바위', '구월산', '등산', '양쪽', '계곡', '한북정맥', '연천군', '연결', '순수비', '향', '절벽', '강봉', '주의', '조화', '범', '정상', '군사', '탓', '빛', '영광', '명', '격전', '자국', '요충지', '신암리', '전곡읍', '굴', '연관', '관군', '남면', '산경표', '제한', '창건', '화악산', '암산', '수덕', '예', '지대', '운계', '회천', '의적', '영국', '오악', '악사', '동시', '사찰', '양주군', '포천', '설마리', '대한', '지명', '날', '구역', '전형', '삼국', '일반인', '산세', '완화', '유명', '파주시']"
1,0,"['시설', '철쭉', '내지', '순우리말', '노송', '산맥', '춘천시', '림', '가지', '팔', '시야', '육산', '산자락', '스키장', '서식', '석간수', '더미', '발걸음', '노적가리', '소양호', '일부', '자연', '입구', '신비', '북서쪽', '유람선', '어름', '물노리', '전망대', '내륙', '산초나무', '따위', '아래쪽', '관광지', '진달래', '산기슭', '모양', '폭포', '봉우리', '참나무', '능선', '동면', '산록', '수종인', '약', '강의', '해발', '마음', '유래', '일품', '고깔', '피나물', '주종', '소양강', '산행', '사람', '비경', '화촌면', '형태', '대룡산', '거대', '바위', '봉산', '통나무집', '배', '광산', '맥', '계곡', '정상부', '소양댐', '애기똥풀', '조망', '개장', '북한', '체육', '절벽', '정상', '지류', '낟가리', '풍경', '수원', '水', '협곡', '향토', '하산', '계단식', '홍천군', '등산객', '곡식', '편의', '고개', '강원', '향로봉', '부근', '사용', '숲', '기암괴석', '백두대간', '땔나무', '물소리', '양지꽃', '야생화', '內地', '수타사', '재미', '단', '분지', '야영장', '고산준령', '뜻', '온천', '발', '싸리나무', '주변', '휴양림', '용소', '북산면', '휴영', '한눈', '산봉', '편', '홍천', '발원', '두릅나무', '산세', '강원도', '관목', '두촌면', '선착장', '홍천강']"
1,87,"['스투파', '네모꼴', '시설', '철쭉', '유사', '수목', '한강', '봉분', '소도동', '포용력', '문곡', '눈썰매장', '산덩이', '겨울철', '聖山', '계곡물', '정면', '길', '형형색색', '신기', '용담', '고산', '봉화군', '젖줄', '사철', '육산', '상동면', '관광', '용정', '신라', '반', '封', '경상북도', '대현리', '충전', '장엄', '종산', '자연', '자생', '경사', '당골', '입구', '그것', '역사', '가치', '음식점', '마련', '규모', '영남', '기도', '부쇠', '천평리', '누구', '임금', '무인지경', '도립', '성산', '세계', '봄', '가을', '영산', '평야', '축제', '유네스코', '신앙', '태백', '진달래', '神氣', '접경', '종교', '공화국', '태백시', '문수봉', '연상', '비결', '원조', '눈꽃', '집단', '박물관', '박촌', '일출', '구한말', '장군봉', '낙동강', '해발', '이남', '그때', '하이라이트', '등산로', '해맞이', '물', '북위', '塔婆', '천제', '겨울', '무당', '이유', '민족', '봉화', '대탑', '국토', '더위', '민', '개장', '닮은꼴', '십', '인도', '식물', '바', '바다', '영역', '영월군', '모태', '정상', '숙박', '영봉', '동경', '환경', '대부분', '세속', '문화', '상봉', '문화유산', '첫날', '상품', '군락', '등산객', '天際', '제사', '여름', '지구', '작업', '척', '설경', '기실', '자랑거리', '낙조', '오', '단풍', '민속', '석탄', '그쪽', '최고', '천상계', '단', '새해', '개천절', '천제단', '정화', '공원', '암벽', '성', '야영장', '명수', '둘', '눈축제', '락지', '눈', '소도', '넷', '콘', '한국', '날', '산철쭉', '밖', '이래', '발원', '강원도', '남성', '형', '면적', '순행', '남녀노소', '산치', '파', '뿌리', '주목', '석포면']"
1,39,"['관중', '곰취', '갈', '껍질', '만병초', '둔', '길', '내린천', '통', '시간', '난리', '산판', '듬', '육산', '산자락', '약수', '안통', '弓', '도심', '자연', '수리취', '기슭', '깔때기', '간직', '땅', '유토피아', '활', '복자기', '골짜기', '군데', '모양', '폭포', '소나무', '청정', '나위', '능선', '하마', '수종', '승지', '樹種', '줄기', '적가리', '최대', '얼레지', '물', '궁궁', '사람', '국내', '폭', '弓乙', '乙', '우산나물', '산벚나무', '햇살', '자랑', '서남쪽', '계곡', '홀아비바람꽃', '방동', '자연림', '수림', '흙', '불편', '식물', '전복', '고랫재', '인제군', '고사리', '홍천군', '아침', '여덟', '교통', '대지', '나무', '포저', '어두움', '오염', '거리', '뒷재', '양지꽃', '관계', '후덕', '방태', '한국', '전시장', '싸리나무', '연령초', '종이', '휴양림', '허용', '사실', '강원도', '깊이', '면적', '가리']"
1,38,"['자니', '용추', '절집', '인상', '식자공', '순창', '길', '모양성', '방면', '시간', '분', '국도', '동화', '벌판', '장성', '고창은', '호남', '내', '남원', '기세', '서편', '옛날', '만', '자연', '산길', '읍내', '의상봉', '나', '왕복', '평야', '리기다소나무', '입암산', '지도', '정맥', '골', '최고봉', '어른', '모양', '소요', '폭포', '소나무', '봉우리', '호남평야', '참나무', '능선', '회복', '중간', '제때', '일필휘지', '바람', '줄기', '어처구니', '전남', '게르마늄', '장흥', '장', '임도', '사람', '주위', '원래', '개발지', '삼신산', '바위', '중턱', '고창읍', '추앙', '포장', '자랑', '망대', '서남쪽', '방장', '신선', '호남고속', '글월', '그림지도', '소재', '그곳', '덕유산', '창', '모등', '바다', '바', '관리', '전통', '정읍시', '방', '산지', '오류', '정상', '피로', '낙엽송', '야산', '명소', '광주', '국립', '方等', '동호인', '하산', '상봉', '문인화', '무주', '서부', '고개', '석정', '오봉', '구개음', '왼쪽', '평지', '방증', '모음', '농', '전망', '물론', '암산', '음식', '진안', '고장', '전북', '방등산', '서해', '오른쪽', '산림', '담양', '덕분', '고창', '문', '회문산', '뜻', '온천', '처지', '주변', '휴양림', '그게', '오랫동안', '패러글라이딩', '布帳', '원로', '관련', '방문산', '지방', '편백', '리원', '지경', '벽', '함양']"
1,16,"['기암괴석', '서남', '라라', '대상', '유적', '남북', '동남', '건국', '부처', '승화', '구', '절터', '신앙', '사람', '井', '경주', '라인', '계곡', '경관', '타원', '구분', '종교', '석탑', '멸망', '변화무쌍', '골', '지탱', '나정', '시간', '발길', '종말기', '산로', '석불', '예술', '봉우리', '산재', '보고', '박물관', '신라', '미륵', '성지', '위봉', '말', '만물상', '불교', '시선', '동서', '탑', '과언', '설화', '돌부처', '등산객', '유물', '기', '포석정', '태동', '산줄기', '자연', '노천', '기슭', '간격', '羅', '역사', '의식']"
1,95,"['황무지', '철쭉', '히트', '열', '목장이', '하금', '풍광', '황매', '고산', '지형', '태극기', '후자', '주릉', '신라', '반', '방어선', '철쭉꽃', '얘기', '위도', '개설', '숫물', '자생지', '영암', '기록', '지역', '지도', '엘리어트', '하금리', '게', '내리', '신불', '뫼', '봉우리', '군립', '초목', '지점', '낙동강', '마음', '평원', '고찰', '공전', '매화', '물', '염', '평전', '합천호', '잔인', '관광객', '사지', '호반', '수중', '서남쪽', '봄날', '산로', '도모', '무협', '밀리', '정상', '밑', '풍경', '근처', '대병면', '대부분', '통일', '상봉', '편의', '매', '전자', '타지', '가회', '사적', '장면', '군리', '억새', '지대', '하봉', '목장', '준걸', '자락', '봉이', '천에', '공원', '야영장', '둘', '자료', '한국', '계절', '편', '합천읍', '고도', '환상', '영화', '환', '전투', '단적비연수']"
2,2,"['합천군', '진산', '값', '연맹', '공산', '동천', '팔', '홍', '청량사', '사철', '상왕', '육산', '가북면', '대가야', '김천', '섬', '법보', '고봉', '찰중', '星', '송이', '기암', '고령가야', '석화', '두리봉', '옛날', '보물', '가까이', '고스락', '두무산', '근래', '소머리', '가야', '우비', '자연', '마령', '우두산', '해인사', '구경', '외', '조선', '운두', '성철', '자태', '세계', '성주군', '합천', '지역', '전기', '골짜기', '덕유', '계곡미', '게', '일원', '수륜면', '불꽃', '덕성', '사', '운산', '연꽃', '킬로미터', '정', '가야면', '해발', '줄기', '소', '몸', '리메', '물', '고령', '자궁', '버스', '지덕', '肉山', '바위', '거창군', '단지봉', '경상', '가운데', '이후', '보', '산봉우리', '계곡', '조망', '설산', '바', '용마루', '가야국', '오도산', '정상', '돈', '경북', '성지', '장중', '스님', '문화', '매화산', '문화유산', '천하', '절경', '머리', '가천면', '택리지', '백두대간', '국보', '성산가야', '남북', '방향', '계산', '거리', '石火', '코', '그건', '박', '자락', '수도', '팔만대장경', '비유', '사찰', '무엇', '수도산', '김', '둘', '반열', '백련암', '눈', '뜻', '자굴산', '나라', '중향산', '대덕산', '바퀴', '불교', '산봉', '산세', '강화도', '경남', '셋', '산줄기', '해동', '장쾌']"
2,76,"['억', '철쭉', '류산', '세석', '산덩이', '불복', '계곡물', '반야봉', '지이산', '발달', '서산대사', '뱀사골', '행정', '智慧', '주릉', '산청군', '고봉', '시절', '산청', '삼남', '남원', '주봉', '운봉', '무동', '안', '시루봉', '심원', '보물', '경사도', '이인', '장엄', '선경', '내림', '마련', '모래밭', '표현', '나', '웅장', '전망대', '제석봉', '기운', '山國', '골짜기', '전설', '불일', '폭포', '봉우리', '보고', '능선', '일출', '피아골', '천은사', '異人', '구례', '물', '평전', '도', '열댓', '실측', '소령', '중산리', '삼신산', '실상사', '운해', '거대', '돌탑', '景', '맥', '연곡사', '평', '부족', '천만', '벽송사', '계곡', '그림자', '소재', '여섯', '도상', '용마루', '섬진강', '덕두산', '산국', '仙', '천재지변', '문화', '결과', '화엄사', '금강산', '밭재', '단속사지', '시천면', '고을', '번지', '하동', '천왕봉', '왕', '살얼음', '저', '택리지', '백두대간', '국보', '장당', '낙조', '지대', '예', '거리', '단풍', '지붕', '스물', '기준', '끝', '촛대봉', '야생화', '명월', '최고', '대표', '진시황', '비유', '대원사', '쌍계사', '이상', '신', '특징', '노고단', '둘', '일곱', '반열', '뜻', '구역', '연하', '칠선', '불교', '지혜', '거림', '산세', '그만큼', '장관', '경남', '쑥', '고원', '마루', '벽', '유명', '줄자']"
2,29,"['이중환', '태종실록', '손', '참성단', '유적', '릉', '인조', '길', '윗부분', '유명세', '혈구산', '염하', '재위', '臣', '암반', '희정', '마리', '산자락', '섬', '진강', '번', '친정', '신라', '비교', '음각', '우두머리', '혼동', '세종실록지리지', '인천', '전국', '백제', '해', '기', '발간', '혼용', '높이', '기원', '함허대사', '제단', '조선', '악', '숙종', '전망대', '삼국사기', '진', '부처', '단군왕검', '관광지', '가슴', '배달', '산기슭', '사각형', '풍수', '전설', '鹽', '외침', '봉우리', '글자', '채화', '힘', '성화', '능선', '사', '화강석', '해발', '초기', '최대', '문화재', '묘미', '조건', '함허동천', '근거', '조국', '물', '강', '공민왕', '선덕여왕', '경기', '선사', '頭', '계단', '사지', '동남', '가운데', '등산', '보', '고려산', '조망', '답', '고구려', '고조선', '고려', '기분', '바다', '바', '물결', '안녕', '안내판', '정상', '발아래', '순례', '망망대해', '문화', '동남쪽', '명승지', '머리', '신증동국여지승람', '제사', '개산', '골미', '불사', '섬인', '사용', '왕검', '호국', '절', '사적', '왕', '보수', '星壇', '전망', '창건', '돈대', '남북', '大師', '嶽', '일직선', '거리', '서해', '시가지', '雲師', '수도', '虛', '필요', '최고', '지목', '단', '개천절', '河', '해안', '이상', '신', '석모도', '체전', '뜻', '나라', '고려사', '정수사', '문헌', '장봉도', '운사', '호수', '내력', '강화도', '국민', '洞天', '倍', '단군', '밑부분', '개미허리']"
2,43,"['댐', '돌', '래프팅', '새', '석회암', '섭', '벼랑', '용가', '曲流', '누더기', '섬', '마을', '태고', '령', '신비', '성산', '유리', '지역', '실족', '모양', '봉우리', '사투리', '밭', '능선', '운산', '嵌入', '다리', '조각', '감상', '河道', '물', '산행', '강', '극치', '함백산', '곡류', '계봉', '비경', '조심', '건설', '바구', '선사', '산간', '변의', '망대', '신선', '사고', '택', '조망', '고구려', '여섯', '기분', '방법', '정상', '소동', '보트', '협곡', '동강', '서남향', '담장', '형세', '천혜', '코스', '곰봉', '칠족', '끝', '자락', '뼝대', '동시', '일반', '점재', '건너편', '성', '백운산', '흐름', '추측', '나라', '개발', '완', '여지', '강원도', '고고산', '칼', '감입', '문희']"
2,86,"['마곡사', '손', '사천', '광덕산', '상대', '성주산', '금강', '터', '호형호제', '육산', '번', '주릉', '비로자나불', '확신', '골골', '장곡사', '보물', '만', '산위', '美', '동북쪽', '자연', '높이', '전쟁', '잠재력', '도립', '삼베', '본산', '미륵불', '골짜기', '계곡미', '최고봉', '청양', '능선', '승지', '갑', '해발', '봉만', '약사여래', '명당', '물', '수준', '부여', '오서산', '품', '집', '서남쪽', '괘불탱', '총소리', '여섯', '임진왜란', '아흔아홉골', '방', '금동', '이웃', '명', '지천', '고개', '숲', '좌상', '충남', '절', '국보', '전망', '석조', '남북', '철조', '서해', '공원', '분지', '둘', '일곱', '웅전', '하대', '포함', '이북', '산세', '범상', '셋', '대좌', '유구천']"
2,27,"['명찰', '대흥사', '혈', '상원사', '조상', '뭔가', '서산대사', '여의주', '지형', '의발', '곤륜산', '육산', '산면', '일가견', '호남', '덕', '삼재', '자신', '전국', '만', '가', '밥그릇', '마지막', '우백호', '가부좌', '한자', '봄', '연유', '표충사', '풍수지리', '사당', '지도', '表', '등고선', '골짜기', '정맥', '반대편', '왜적', '해남군', '장춘', '忠', '또아리', '줄기', '전남', '안전', '조종', '상상', '명당', '최남단', '계봉', '地德', '앞', '지덕', '거대', '현산면', '대사', '형국', '달마산', '도솔봉', '계곡', '지축', '망', '산야', '임진왜란', '바다', '발견', '바', '연화봉', '정상', '국립', '가랑', '상봉', '명', '머리', '향로봉', '형세', '백두대간', '衣鉢', '당시', '덩어리', '재해', '한반도', '만고', '반열', '홍수', '뜻', '入首', '련봉', '좌청룡', '입수', '리원', '표기', '바닷가재', '長春', '백두']"
2,55,"['천황봉', '소금강', '길', '석문', '가지', '금강', '행정', '산자락', '인', '달', '주봉', '용유동', '서식', '분기점', '오송', '正脈', '충북', '錦', '자연', '법주사', '조선', '자태', '입', '활', '비로봉', '우통', '빗물', '문수봉', '폭포', '보고', '전체', '신선대', '폭동', '낙동강', '천수', '고찰', '北', '사자암', '남한강', '자랑', '화북면', '계곡', '발원지', '쌍룡', '바다', '석대', '내속리면', '화강암', '조화', '경북', '상주', '조선팔경', '大幹', '국립', '漢南', '상봉', '문장대', '복천암', '파수', '등줄기', '승경', '보은', '백두대간', '봉과', '기봉', '서해', '한남금북정맥', '명승고적', '자원', '산림', '은', '공원', '한반도', '명수', '奇', '상환암', '白頭', '구역', '동식물', '물결', '팔경']"
2,11,"['뻔', '돌', '김수로왕', '관음봉', '본래', '날씨', '산자락', '섬', '금자', '신라', '약속', '월봉', '자신', '옛날', '좌', '맞은편', '만', '망월', '錦', '화', '가야', '기단', '기도', '보광', '조선', '부인', '임금', '사선', '홍문', '해상', '이태조', '유일', '제안', '뫼', '전체', '보리암', '사', '엄봉', '매표소', '왼편', '걱정', '몸', '등산로', '하사', '바위', '솟', '원효대사', '신선', '신문왕', '조망', '생각', '장대', '절벽', '바다', '인도', '소암', '보광사', '정상', '선대', '말', '국립', '개국', '태후', '사용', '이전', '왕', '창건', '대표', '사찰', '공원', '동서남북', '상사바위', '날', '포함', '삼층석탑', '이성계', '신하', '비단', '남해', '이때', '光', '타국', '남녘']"
